summary_nr,Event Date,Event Keywords,con_end,Construction End Use,build_stor,Building Stories,proj_cost,Project Cost,proj_type,Project Type,Degree of Injury,nature_of_inj,Nature of Injury,part_of_body,Part of Body,event_type,Event type,evn_factor,Environmental Factor,hum_factor,Human Factor,task_assigned,Task Assigned,hazsub,fat_cause
220938492,3/10/2017,"STEEL ERECTION,ROOF,LEG,BACK,FRACTURE,FALL",H,Other building,1,1,0, ,A,New project or new addition,Nonfatal,3,"Bruising, Contusion",16,Left Leg,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,15
220779458,7/8/2015,"SHIPYARD,FALL,FALL PROTECTION,SCAFFOLD,FLOOR OPENING",H,Other building,10,10,0, ,B,Alteration or rehabilitation,Fatal,21,Serious Fall/Strike,11,Feet,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220942361,3/27/2017,"UNGUARDED FL OPENING,AERIAL LIFT,FALL,FALL PROTECTION",K,"Tower, tank, storage ,elevator",1,1,0, ,A,New project or new addition,Nonfatal,6,Head Trauma,13,Head,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,20
220886261,9/13/2016,"STRUCTURAL COLLAPSE,HEAD,ROOF,NECK,LACERATION,FALL,STRUCK BY,COMPRESSED GAS,CONFINED SPACE,ELEVATED WORK PLATFORM,BACK",K,"Tower, tank, storage ,elevator",1,1,0, ,D,Demolition,Fatal,7,Laceration,13,Head,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220887202,9/19/2016,"FALL,LADDER,RESIDENTIAL CONSTRUCTION,SCAFFOLD",A,Single family or duplex dwelling,2,2,A,"Under $50,000",C,Maintenance or repair,Nonfatal,6,Head Trauma,13,Head,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,16
220952279,4/30/2017,"RIB,WALK PLATFORM,CONTUSION,SCALP,FALL,FRACTURE,LOST BALANCE,LUNG,LACERATION,FALL PROTECTION",C,Commercial building,1,1,A,"Under $50,000",A,New project or new addition,Nonfatal,7,Laceration,13,Head,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,15
220941793,1/13/2017,"VERTEBRA,FALL,ROOF,FRACTURE,FALL PROTECTION,FLOOR OPENING,CONSTRUCTION,WOOD PANEL,CLEANING",B,Multi-family dwelling,4,4,G,"$10,000,000 to $20,000,000",A,New project or new addition,Nonfatal,12,"Fracture, Broken Bones",3,Back,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,20
220859649,6/9/2016,"ARM,POWER LINES,BOOM TRUCK,CHEST,ELECTRICAL",0, ,0, ,0, ,0, ,Fatal,10,Electrocution,5,Ribs,13,Shock,13,Work-Surface/Facility-Layout Condition,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220821656,12/14/2015,"ELECTRICAL,LOCKOUT/TAGOUT,ELECTROCUTED",Q,Contractor's yard/facility,1,1,C,"$250,000 to $500,000",C,Maintenance or repair,Fatal,10,Electrocution,4,Whole Body,13,Shock,13,Work-Surface/Facility-Layout Condition,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,9
220935605,1/20/2017,"PELVIS,PINNED,STRUCK BY,FRACTURE,LEG,VERTEBRA,TRUCK,SPINE",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,23,Femur,2,Caught in or between,14,Illumination,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220886378,9/8/2016,"CRUSHING,TRACTOR,AGRICULTURE MACHINERY/VEHICLE,ASPHYXIATED",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",5,Ribs,2,Caught in or between,14,Illumination,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220941561,3/8/2017,"STEAM,TIBIA,ACCIDENTAL DISCHARGE,FALL PROTECTION,LADDER,PRESSURE PIPING,LEG,FRACTURE,FALL",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",16,Left Leg,5,Fall (from elevation),15,Overpressure/Underpressure,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220926174,1/25/2017,"ABRASION,CHEST,EXPLOSION,FACE,HAND,BURN",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,12,Hand,1,Struck-by,16,Sound Level,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220947329,4/13/2017,"STRUCK BY,BACK-UP ALARM,CONSTRUCTION VEHICLE,HEAD,RUN OVER,CRUSHED",C,Commercial building,0, ,B,"$50,000 to $250,000",A,New project or new addition,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,16,Sound Level,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220967681,1/10/2017,"STRUCK BY,CONCUSSION,FRACTURE,HEAD,LACERATION,HIGH WIND,LP GAS,FALLING OBJECT,CHEST,TREE,TREE LIMB",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,13,Head,1,Struck-by,17,"Weather, Earthquake, Etc.",18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220875439,7/25/2016,"STRUCK BY,ROOFER,LIGHTNING",0, ,0, ,0, ,0, ,Fatal,10,Electrocution,5,Ribs,1,Struck-by,17,"Weather, Earthquake, Etc.",18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220830640,1/28/2016,"SLIPPERY SURFACE,HEMORRHAGE,STRUCK AGAINST,FALL,HEAD",0, ,0, ,0, ,0, ,Nonfatal,21,Serious Fall/Strike,13,Head,4,Fall (same level),17,"Weather, Earthquake, Etc.",18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220938880,3/10/2017,"STEPLADDER,BACK,FALL,PORTABLE POWER TOOL,CONTUSION",I,"Highway, road, street",0, ,A,"Under $50,000",C,Maintenance or repair,Nonfatal,3,"Bruising, Contusion",3,Back,5,Fall (from elevation),17,"Weather, Earthquake, Etc.",18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,30
220822001,10/23/2015,"WATER,ELECTRICAL,FALL,POWER LINES",H,Other building,0, ,0, ,A,New project or new addition,Fatal,6,Head Trauma,13,Head,13,Shock,17,"Weather, Earthquake, Etc.",18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,15
220939516,3/16/2017,"CRUSHING,STRUCK BY,TRACTOR,MOTOR VEHICLE,RUN OVER,TRUCK",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,19,Internal Injuries,1,Struck-by,18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220921688,1/17/2017,"STRUCK BY,CONFINED SPACE,MANHOLE,MOTOR VEHICLE,FRACTURE,SKULL",0, ,0, ,0, ,0, ,Fatal,6,Head Trauma,13,Head,1,Struck-by,18,Other,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220904833,11/11/2016,"STRUCK BY,TRAILER,TRUCK,CRUSHED,RUN OVER",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220913123,6/27/2016,"CRUSHING,CHEST,MOTOR VEHICLE,CONVEYOR,STRUCK BY",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,5,Ribs,1,Struck-by,18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220898084,5/24/2016,"STRUCK BY,TREE FELLING",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,31,Heart,1,Struck-by,18,Other,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220884373,5/13/2016,"TIRE,LOG TRUCK,RUN OVER,MOTOR VEHICLE,CRUSHED",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,5,Ribs,1,Struck-by,18,Other,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220841043,3/30/2016,"CRUSHING,LONGSHORING,MOTOR VEHICLE,RUN OVER,POWERED INDUSTRIAL VEHICLE,STRUCK BY",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220851687,3/21/2016,"STRUCK BY,MOTOR VEHICLE,TRAFFIC CONTROL,TRAFFIC ACCIDENT",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",21,Shoulder,1,Struck-by,18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220973622,4/8/2017,"PULLEY,NIP POINT,CAUGHT IN,BELT,FRACTURE,LOCKOUT/TAGOUT,GLOVE,PUMP",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,10,Fingers,2,Caught in or between,18,Other,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220943104,3/23/2017,"ROLLER--MACH/PART,ARM,UNGUARDED,CAUGHT BETWEEN,FRACTURE,LOCKOUT,MACHINE GUARDING,CLEANING",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",2,Arm,2,Caught in or between,18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220930945,2/8/2017,"CRUSHING,FALLING OBJECT,FINGER,AMPUTATION,AIR PRESSURE",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220926646,1/26/2017,"CAUGHT IN,AMPUTATION,LOCKOUT/TAGOUT,CRUSHING,CONVEYOR",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",11,Feet,2,Caught in or between,18,Other,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220922751,11/10/2016,"CAUGHT IN,MOTOR VEHICLE,MATERIAL HANDLING,CRUSHING,BACK-UP ALARM,STRUCK BY",0, ,0, ,0, ,0, ,Fatal,3,"Bruising, Contusion",31,Heart,2,Caught in or between,18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220881775,5/2/2016,"CAUGHT IN,ASPHYXIATED,CONVEYOR,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",20,Neck,2,Caught in or between,18,Other,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220953384,3/28/2017,"FALL,LADDER,HIP,FRACTURE",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",14,Hip,5,Fall (from elevation),18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220959548,3/21/2017,"UNSTABLE SURFACE,CAUGHT BY,FINGER,LOST BALANCE,LADDER,FALL,AMPUTATED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,5,Fall (from elevation),18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220938310,3/9/2017,"TREE TRIMMING,FALL,FALL PROTECTION",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",19,Internal Injuries,5,Fall (from elevation),18,Other,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220938294,2/12/2017,"SKULL,STEPLADDER,FRACTURE,HEAD,FALL",0, ,0, ,0, ,0, ,Nonfatal,21,Serious Fall/Strike,13,Head,5,Fall (from elevation),18,Other,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,30
220975510,2/1/2017,"REPAIR,WRIST,ELECTRICIAN,FALL,CONSTRUCTION,RIB,FALL PROTECTION,HEAD,LADDER,FRACTURE",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,31,Heart,5,Fall (from elevation),18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,14
220920631,1/10/2017,"FALL,LADDER",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,5,Fall (from elevation),18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220911846,12/5/2016,"ACCESS/EGRESS,ELEVATED WORK PLATFORM,LADDER,FALL",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,19,Internal Injuries,5,Fall (from elevation),18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220876544,7/31/2016,FALL,0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,5,Fall (from elevation),18,Other,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220871552,7/20/2016,"STRUCK AGAINST,FALL,HEAD,CRUSHED",0, ,0, ,0, ,A,New project or new addition,Fatal,6,Head Trauma,13,Head,5,Fall (from elevation),18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220870364,7/14/2016,"CAUGHT IN,STRUCK BY,BROKEN CABLE,DERRICK,RIGGING,FALL,COMBUSTIBLE LIQUID,SAFETY BELT",0, ,0, ,0, ,0, ,Fatal,7,Laceration,20,Neck,5,Fall (from elevation),18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220796668,8/6/2015,"FALL,LADDER",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,5,Fall (from elevation),18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,14
220958482,5/23/2017,"FALL,LADDER,FALL PROTECTION",A,Single family or duplex dwelling,2,2,0, ,C,Maintenance or repair,Fatal,6,Head Trauma,13,Head,5,Fall (from elevation),18,Other,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,14
220908271,11/21/2016,"ANCHOR,AERIAL LIFT,FALL",C,Commercial building,0, ,0, ,B,Alteration or rehabilitation,Fatal,12,"Fracture, Broken Bones",4,Whole Body,5,Fall (from elevation),18,Other,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220930697,2/8/2017,"ACCESS/EGRESS,CONSTRUCTION VEHICLE,MOTOR VEHICLE,ELEVATED WORK PLATFORM,AERIAL LIFT,STRUCK BY",J,Bridge,0, ,0, ,A,New project or new addition,Fatal,9,Dislocation,19,Internal Injuries,5,Fall (from elevation),18,Other,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220850911,11/12/2015,"CONSTRUCTION,HEAD,SCAFFOLD,LADDER,ELEVATED WORK PLATFORM,FALL,FALL PROTECTION",C,Commercial building,1,1,B,"$50,000 to $250,000",B,Alteration or rehabilitation,Fatal,21,Serious Fall/Strike,13,Head,5,Fall (from elevation),18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,16
220953509,4/24/2017,ALLERGIC REACTION,0, ,0, ,0, ,0, ,Nonfatal,2,"Asphyxiation, Drowning",28,Lungs (Puncture),8,Inhalation,18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220947360,4/11/2017,"ELECTRICAL,ELEVATED WORK PLAT,ELECTROCUTED,OVERHEAD POWER LINE",0, ,0, ,0, ,0, ,Fatal,10,Electrocution,31,Heart,13,Shock,18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220789150,8/15/2015,"SHOCK,ELECTRICAL",C,Commercial building,1,1,0, ,B,Alteration or rehabilitation,Fatal,10,Electrocution,4,Whole Body,13,Shock,18,Other,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,9
220876494,8/8/2016,"ELECTRICAL,LOCKOUT/TAGOUT",H,Other building,1,1,E,"$1,000,000 to $5,000,000",B,Alteration or rehabilitation,Fatal,10,Electrocution,12,Hand,13,Shock,18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,9
220911291,11/17/2016,"CAUGHT IN,ASPHYXIATED,SILO",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,14,Other,18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220820773,12/30/2015,"DROWNING,SHIP",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,28,Lungs (Puncture),14,Other,18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220827133,11/16/2015,WORKPLACE VIOLENCE,0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,20,Neck,14,Other,18,Other,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220913511,12/14/2016,"OXYGEN DEFICIENCY,WELDER,CONFINED SPACE,ASPHYXIATED",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",28,Lungs (Puncture),8,Inhalation,7,Gas/Vapor/Mist/Fume/Smoke/Dust,19,Insufficient /Lack/Respiratory Protection,1,Regularly Assigned,240,0
220898555,10/18/2016,"PUMP,HYDROGEN SULFIDE,WELL",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",4,Whole Body,8,Inhalation,7,Gas/Vapor/Mist/Fume/Smoke/Dust,19,Insufficient /Lack/Respiratory Protection,2,Not Regularly Assigned,0,0
220831150,2/19/2016,"OXYGEN,AIR CONTAMINATION,CHEMICAL,NITROGEN,CONFINED SPACE",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",28,Lungs (Puncture),8,Inhalation,7,Gas/Vapor/Mist/Fume/Smoke/Dust,19,Insufficient /Lack/Respiratory Protection,2,Not Regularly Assigned,1900,0
220820252,11/12/2015,"ASPHYXIATED,CARBON DIOXIDE",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",19,Internal Injuries,8,Inhalation,7,Gas/Vapor/Mist/Fume/Smoke/Dust,19,Insufficient /Lack/Respiratory Protection,2,Not Regularly Assigned,0,0
220778948,7/6/2015,"TOXIC ATMOSPHERE,CONFINED SPACE,CHEMICAL,ASPHYXIATED",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",4,Whole Body,8,Inhalation,7,Gas/Vapor/Mist/Fume/Smoke/Dust,19,Insufficient /Lack/Respiratory Protection,2,Not Regularly Assigned,2037,0
220967574,1/16/2017,"ASPHYXIATED,CONFINED SPACE,HYDROGEN SULFIDE,METHANE,MANHOLE",P,Other heavy construction,0, ,E,"$1,000,000 to $5,000,000",B,Alteration or rehabilitation,Fatal,2,"Asphyxiation, Drowning",4,Whole Body,8,Inhalation,7,Gas/Vapor/Mist/Fume/Smoke/Dust,19,Insufficient /Lack/Respiratory Protection,1,Regularly Assigned,0,1
220928477,2/3/2017,"SAW,ASPHYXIATED,CARBON MONOXIDE",C,Commercial building,1,1,A,"Under $50,000",B,Alteration or rehabilitation,Fatal,17,Poison,28,Lungs (Puncture),8,Inhalation,9,Chemical Action/Reaction Expos,19,Insufficient /Lack/Respiratory Protection,1,Regularly Assigned,0,1
220968341,5/30/2017,"CARDIAC ARREST,CHLORINE,CHEMICAL VAPOR",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,31,Heart,12,Card-vascular/resp. fail.,9,Chemical Action/Reaction Expos,19,Insufficient /Lack/Respiratory Protection,1,Regularly Assigned,0,0
220913537,12/7/2016,"TOXIC ATMOSPHERE,ASPHYXIATED,UNCONSCIOUSNESS,AGRICULTURE,FALL,CONFINED SPACE,SILO",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",29,Lungs (Asphyxiation),14,Other,9,Chemical Action/Reaction Expos,19,Insufficient /Lack/Respiratory Protection,1,Regularly Assigned,0,0
220823520,12/19/2015,"ASPHYXIATED,SMOKE INHALATION,FIRE,FIRE FIGHTER",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",28,Lungs (Puncture),8,Inhalation,11,Temperature +/- Tolerance Lev.,19,Insufficient /Lack/Respiratory Protection,2,Not Regularly Assigned,0,0
220825095,12/19/2015,"OXYGEN DEFICIENCY,FIRE FIGHTER,FIRE,ASPHYXIATED",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",28,Lungs (Puncture),8,Inhalation,11,Temperature +/- Tolerance Lev.,19,Insufficient /Lack/Respiratory Protection,2,Not Regularly Assigned,0,0
220830954,11/30/2015,"ASPHYXIATED,NITROGEN",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",4,Whole Body,8,Inhalation,18,Other,19,Insufficient /Lack/Respiratory Protection,2,Not Regularly Assigned,1900,0
220960835,1/9/2017,"STRUCK BY,FOOT,MOTOR VEHICLE,RUN OVER",0, ,0, ,0, ,0, ,Nonfatal,3,"Bruising, Contusion",11,Feet,1,Struck-by,1,Pinch Point Action,20,Insufficient /Lack/Protective Work Clothing/Equipment,1,Regularly Assigned,0,0
220926117,1/23/2017,"CRUSHING,AMPUTATED,AMPUTATION,BOAT,TOE",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",11,Feet,2,Caught in or between,1,Pinch Point Action,20,Insufficient /Lack/Protective Work Clothing/Equipment,1,Regularly Assigned,0,0
220931232,1/20/2017,"PINNED,CAUGHT BETWEEN,FINGER,FRACTURE,LOCKOUT/TAGOUT,STRUCK BY",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",10,Fingers,2,Caught in or between,1,Pinch Point Action,20,Insufficient /Lack/Protective Work Clothing/Equipment,1,Regularly Assigned,0,0
220958433,5/21/2017,"STRUCK BY,NAIL",0, ,0, ,0, ,0, ,Fatal,7,Laceration,11,Feet,14,Other,1,Pinch Point Action,20,Insufficient /Lack/Protective Work Clothing/Equipment,2,Not Regularly Assigned,0,0
220932172,2/9/2017,"CAUGHT BY,GUARD,AMPUTATION,MACHINE GUARDING,GLOVE,DRILL,AGRICULTURE,DRILL PRESS",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",12,Hand,2,Caught in or between,2,Catch Point/Puncture Action,20,Insufficient /Lack/Protective Work Clothing/Equipment,1,Regularly Assigned,0,0
220949762,4/21/2017,"CRUSHING,FINGER,MACHINE GUARDING,AMPUTATION,LACERATION,KICK BACK,TABLE SAW,STRUCK BY",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,1,Struck-by,5,Flying Object Action,20,Insufficient /Lack/Protective Work Clothing/Equipment,1,Regularly Assigned,0,0
220935035,2/25/2017,"STRUCK BY,SAW,KICK BACK,MOUTH,PORTABLE POWER TOOL,FRACTURE",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",9,Face,1,Struck-by,5,Flying Object Action,20,Insufficient /Lack/Protective Work Clothing/Equipment,1,Regularly Assigned,0,0
220965164,3/29/2017,"ACETYLENE TORCH,BURN,INFECTION,DITCH,WELDER,VALVE",0, ,0, ,0, ,0, ,Nonfatal,5,Fire Burn,16,Left Leg,14,Other,5,Flying Object Action,20,Insufficient /Lack/Protective Work Clothing/Equipment,1,Regularly Assigned,0,0
220950752,4/20/2017,"STRUCK BY,LACERATION,HEAD,LOGGING,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,13,Head,1,Struck-by,6,Overhead Moving/Falling Object Action,20,Insufficient /Lack/Protective Work Clothing/Equipment,1,Regularly Assigned,0,0
220932149,2/3/2017,"SUSPENDED LOAD,STRUCK BY,FALLING OBJECT",0, ,0, ,0, ,0, ,Fatal,6,Head Trauma,21,Shoulder,1,Struck-by,6,Overhead Moving/Falling Object Action,20,Insufficient /Lack/Protective Work Clothing/Equipment,1,Regularly Assigned,0,0
220941678,2/1/2017,"PULLEY,FALLING OBJECT,STRUCK BY",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,6,Overhead Moving/Falling Object Action,20,Insufficient /Lack/Protective Work Clothing/Equipment,2,Not Regularly Assigned,0,0
220926315,1/24/2017,"STRUCK BY,SLIP,FALLING OBJECT",A,Single family or duplex dwelling,2,2,C,"$250,000 to $500,000",A,New project or new addition,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,6,Overhead Moving/Falling Object Action,20,Insufficient /Lack/Protective Work Clothing/Equipment,1,Regularly Assigned,0,26
220815286,12/3/2015,"STRUCK BY,CONCRETE,FALLING OBJECT",H,Other building,3,3,C,"$250,000 to $500,000",C,Maintenance or repair,Fatal,12,"Fracture, Broken Bones",13,Head,1,Struck-by,6,Overhead Moving/Falling Object Action,20,Insufficient /Lack/Protective Work Clothing/Equipment,2,Not Regularly Assigned,0,26
220935365,2/27/2017,"STRUCK BY,TREE FELLING,ELEVATED WORK PLATFORM,FALL",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,5,Fall (from elevation),6,Overhead Moving/Falling Object Action,20,Insufficient /Lack/Protective Work Clothing/Equipment,2,Not Regularly Assigned,0,0
220977433,2/6/2017,"STRUCK BY,CONSTRUCTION,SCAFFOLD,NAIL,LACERATION,HEAD,HAND TOOL,FALL PROTECTION,FALL",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,9,Face,5,Fall (from elevation),6,Overhead Moving/Falling Object Action,20,Insufficient /Lack/Protective Work Clothing/Equipment,2,Not Regularly Assigned,0,30
220891717,10/3/2016,"TREE TRIMMING,FALL PROTECTION,TREE LIMB,FALL",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",19,Internal Injuries,5,Fall (from elevation),6,Overhead Moving/Falling Object Action,20,Insufficient /Lack/Protective Work Clothing/Equipment,2,Not Regularly Assigned,0,0
220827661,2/2/2016,"PIT,FALL,LOCKOUT/TAGOUT,ELEVATED WORK PLATFORM,SKULL,CRANE",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",13,Head,5,Fall (from elevation),6,Overhead Moving/Falling Object Action,20,Insufficient /Lack/Protective Work Clothing/Equipment,1,Regularly Assigned,0,0
220784599,7/29/2015,"TOXIC ATMOSPHERE,ASPHYXIATED,METHYLENE CHLORIDE,VENTILATION,VAPOR",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",31,Heart,8,Inhalation,7,Gas/Vapor/Mist/Fume/Smoke/Dust,20,Insufficient /Lack/Protective Work Clothing/Equipment,1,Regularly Assigned,0,0
